"","r","t","K100","K105","K110","K115","K120","K125","K126","K127","K128","K129","K130","K131","K132","K133","K134","K135","K136","K137","K138","K139","K140","K141","K142","K143","K144","K145","K146","K147","K148","K149","K150","K155","K160","K165","K170","K175","K180","K185","K190","K195","K200","S"
"4910",0.0425,30338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.55,NA,NA,NA,NA,NA,NA,NA,NA,6.78,6.15,5.5384,3.05,1.3571,0.51,NA,NA,0.03,NA,NA,NA,NA,151.4001
"4911",0.0425,30339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,6.8417,6.2,5.6238,3.0576,1.3916,0.5069,0.17,NA,NA,0.02,NA,NA,NA,151.56
"4912",0.0425,30340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21,NA,NA,NA,5.6225,3.0995,1.3873,0.53,0.18,NA,NA,NA,NA,NA,NA,151.549
"4913",0.0425,30341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,15.3,14.4139,13.55,12.7,NA,NA,NA,NA,8.8,NA,7.35,NA,NA,5.585,2.9791,1.3589,0.51,0.17,0.06,NA,NA,NA,NA,NA,151.2928
"4914",0.0425,30342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05,NA,NA,NA,NA,7.35,6.7,NA,5.4959,2.95,1.3189,0.48,NA,NA,NA,NA,NA,NA,NA,151.245
"4915",0.0425,30343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.72,NA,NA,NA,NA,5.47,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.23
"4916",0.0425,30344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,NA,NA,NA,NA,NA,2.9291,NA,NA,NA,0.06,NA,NA,NA,NA,NA,151.1608
"4917",0.0425,30345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32,6.68,NA,5.47,2.942,1.3042,0.47,0.16,NA,NA,NA,NA,NA,NA,151.2562
"4918",0.0425,30346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68,NA,NA,NA,NA,5.5071,2.98,1.32,0.48,NA,0.06,NA,NA,NA,NA,NA,151.36
"4919",0.0425,30347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,NA,NA,NA,NA,5.45,2.97,1.31,NA,NA,NA,NA,NA,NA,NA,NA,151.26
"4920",0.0425,30348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.26
"4921",0.0425,30349,51.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2.97,1.33,0.5,0.17,NA,NA,NA,NA,NA,NA,151.355
"4922",0.0425,30350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,NA,NA,10.2,NA,NA,NA,7.4,NA,NA,5.5,2.9984,1.3338,NA,NA,NA,NA,NA,NA,NA,NA,151.29
"4923",0.0425,30351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,NA,7.4,NA,6.07,NA,NA,1.33,0.5,0.18,NA,NA,NA,NA,NA,NA,151.37
"4924",0.0425,30352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,7.38,NA,6.15,5.55,2.98,1.35,0.5,NA,0.06,NA,NA,NA,NA,NA,151.3568
"4925",0.0425,30353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.37,NA,6.09,5.5,2.9681,1.328,0.5,0.17,NA,0.03,NA,NA,NA,NA,151.335
"4926",0.0425,30354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,NA,NA,10.25,NA,8.75,NA,NA,NA,NA,5.48,NA,1.34,0.5,NA,NA,NA,NA,NA,NA,NA,151.43
"4927",0.0425,30355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,NA,NA,5.5,3,1.33,0.51,0.17,0.06,0.03,NA,NA,NA,NA,151.3898
"4928",0.0425,30356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,NA,NA,NA,6.15,NA,3.0167,1.3514,0.5075,0.18,0.06,NA,NA,NA,NA,NA,151.505
"4929",0.0425,30357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA,6.2,5.59,3.0613,1.37,0.5292,0.18,0.07,NA,NA,NA,NA,NA,151.5417
"4930",0.0425,30358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA,6.2,NA,3.05,1.39,0.53,0.1729,NA,NA,NA,NA,NA,NA,151.58
"4931",0.0425,30359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86,NA,NA,NA,NA,NA,NA,NA,NA,6.3,5.65,3.05,1.3887,0.52,0.18,NA,0.02,NA,NA,NA,NA,151.585
"4932",0.0425,30360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6167,3.0792,1.398,0.53,NA,NA,NA,NA,NA,NA,NA,151.59
"4933",0.0425,30361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.77,NA,11.14,NA,NA,NA,NA,7.45,NA,NA,5.6122,3.0583,1.3669,NA,0.18,NA,0.02,NA,NA,NA,NA,151.475
"4934",0.0425,30362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,3.05,1.36,0.52,NA,NA,NA,NA,NA,NA,NA,151.5
"4935",0.0425,30363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9591,NA,7.55,NA,NA,5.6873,3.125,1.3988,0.5209,NA,NA,NA,NA,NA,NA,NA,151.6608
"4936",0.0425,30364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.712,NA,NA,NA,NA,NA,NA,3.1,1.4,NA,0.17,NA,NA,NA,NA,NA,NA,151.6784
"4937",0.0425,30365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6296,6.94,6.3,5.725,3.1,1.4,0.53,NA,NA,NA,NA,NA,NA,NA,151.665
"4938",0.0425,30366,NA,NA,NA,NA,31.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,6.35,NA,3.122,1.3967,0.53,NA,NA,0.03,NA,NA,NA,NA,151.75
"4939",0.0425,30367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72,NA,NA,NA,NA,NA,5.6875,3.08,1.37,0.5291,0.1729,NA,NA,NA,NA,NA,NA,151.63
"4940",0.0425,30368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.606,3.0738,1.38,0.51,NA,NA,NA,NA,NA,NA,NA,151.645
"4941",0.0425,30369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,5.6938,3.125,1.4,NA,NA,NA,NA,NA,NA,NA,NA,151.755
"4942",0.0425,30370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,5.6367,3.1,NA,0.52,NA,0.06,NA,NA,NA,NA,NA,151.665
"4943",0.0425,30371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5697,3.055,1.35,NA,0.17,NA,NA,NA,NA,NA,NA,151.5899
"4944",0.0425,30372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,6.2,5.58,3.0285,1.36,0.51,0.17,NA,NA,NA,NA,NA,NA,151.5998
"4945",0.0425,30373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,1.36,0.51,NA,NA,NA,NA,NA,0.01,NA,151.635
"4946",0.0425,30374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,NA,5.65,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,151.6575
"4947",0.0425,30375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5502,3.0036,1.3471,NA,0.16,NA,NA,NA,NA,NA,NA,151.5615
"4948",0.0425,30376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,3.065,1.35,NA,NA,NA,NA,NA,NA,NA,NA,151.635
"4949",0.0425,30377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9667,8.25,NA,NA,NA,NA,3.05,1.37,NA,NA,NA,NA,NA,NA,NA,NA,151.635
"4950",0.0425,30378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,5.6115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.665
"4951",0.0425,30379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,NA,NA,NA,NA,NA,NA,NA,5.62,3.08,1.37,NA,NA,NA,NA,NA,NA,NA,NA,151.72
"4952",0.0425,30380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,5.625,3.1,1.39,0.51,0.17,NA,NA,NA,NA,NA,NA,151.715
"4953",0.0425,30381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.12,NA,0.5131,NA,NA,NA,NA,NA,NA,NA,151.8299
"4954",0.0425,30382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,7.65,7,NA,5.6909,3.1464,1.42,0.53,NA,NA,NA,NA,NA,NA,NA,151.77
"4955",0.0425,30383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,7,6.35,5.705,3.1,1.41,NA,NA,NA,NA,NA,NA,NA,NA,151.84
"4956",0.0425,30384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.725,3.15,1.415,0.52,NA,NA,NA,NA,NA,NA,NA,151.8
"4957",0.0425,30385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,NA,NA,NA,NA,5.72,3.12,1.39,NA,0.17,NA,NA,NA,NA,NA,NA,151.83
"4958",0.0425,30386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34,NA,NA,6.3,NA,3.13,1.4125,NA,NA,NA,NA,NA,NA,NA,NA,151.77
"4959",0.0425,30387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,6.96,NA,5.75,3.14,1.4025,0.52,NA,NA,NA,NA,NA,NA,NA,151.8575
"4960",0.0425,30388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5665,NA,NA,NA,NA,NA,NA,5.7125,3.0983,1.39,NA,0.18,0.07,NA,NA,NA,NA,NA,151.71
"4961",0.0425,30389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,9.7,NA,8.25,NA,NA,NA,NA,3.0733,1.3794,0.51,NA,NA,NA,NA,NA,NA,NA,151.675
"4962",0.0425,30390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47,NA,8.93,NA,NA,NA,NA,NA,NA,1.37,0.51,0.17,NA,NA,NA,NA,NA,NA,151.635
"4963",0.0425,30391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,7.54,NA,NA,5.603,3.06,1.37,NA,NA,NA,NA,NA,NA,NA,NA,151.715
"4964",0.0425,30392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,NA,NA,3.07,1.37,0.51,NA,NA,NA,NA,NA,NA,NA,151.6608
"4965",0.0425,30393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.605,3.02,1.35,NA,0.17,NA,NA,NA,NA,NA,NA,151.595
"4966",0.0425,30394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20.05,19.1,NA,17.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83,NA,NA,3.01,1.346,NA,0.17,NA,NA,NA,NA,NA,NA,151.6199
"4967",0.0425,30395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,NA,1.355,NA,NA,NA,NA,NA,NA,NA,NA,151.55
"4968",0.0425,30396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,6.85,NA,NA,NA,1.356,NA,NA,NA,NA,NA,NA,NA,NA,151.6501
"4969",0.0425,30397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,NA,NA,NA,NA,5.65,3.0531,1.36,NA,0.18,NA,NA,NA,NA,NA,NA,151.67
"4970",0.0425,30398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,NA,3.1,1.39,0.5175,NA,NA,NA,NA,NA,NA,NA,151.795
"4971",0.0425,30399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,151.61
"4972",0.0425,30400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,7.5,NA,6.21,5.6,NA,NA,0.5083,NA,NA,NA,NA,NA,NA,NA,151.56
"4973",0.0425,30401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11.15,NA,NA,NA,NA,7.4,6.79,6.17,NA,3.05,1.34,0.5,NA,NA,NA,NA,NA,NA,NA,151.55
"4974",0.0425,30402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.82,NA,NA,NA,NA,8.87,8.1933,7.51,NA,NA,NA,3.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.595
"4975",0.0425,30403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.56
"4976",0.0425,30404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.5841
"4977",0.0425,30405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18,5.6171,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,151.63
"4978",0.0425,30406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,6.89,NA,5.6,3.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.65
"4979",0.0425,30407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98,8.25,NA,NA,NA,NA,3.0629,NA,0.54,NA,NA,NA,NA,NA,NA,NA,151.68
"4980",0.0425,30408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.0917,NA,0.52,NA,NA,NA,NA,NA,NA,NA,151.71
"4981",0.0425,30409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,NA,3.1,1.4071,0.53,0.18,NA,NA,NA,NA,NA,NA,151.85
"4982",0.0425,30410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,6.97,NA,5.75,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.87
"4983",0.0425,30411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.855
"4984",0.0425,30412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1059,1.4,0.54,0.18,NA,NA,NA,NA,NA,NA,151.73
"4985",0.0425,30413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,NA,5.7,3.0667,1.3818,NA,NA,NA,NA,NA,NA,NA,NA,151.7132
"4986",0.0425,30414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,151.745
"4987",0.0425,30415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49,9.75,8.95,NA,NA,NA,NA,NA,NA,1.38,NA,0.18,NA,NA,NA,NA,NA,NA,151.7407
"4988",0.0425,30416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,NA,NA,NA,NA,NA,NA,NA,3.07,NA,0.51,NA,NA,NA,NA,NA,NA,NA,151.7262
"4989",0.0425,30417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,NA,NA,6.9,NA,5.65,3.07,1.38,0.51,NA,NA,NA,NA,NA,NA,NA,151.77
"4990",0.0425,30418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,6.31,5.6682,NA,1.38,0.53,NA,NA,NA,NA,NA,NA,NA,151.78
"4991",0.0425,30419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,NA,NA,0.18,NA,NA,NA,NA,NA,NA,151.8
"4992",0.0425,30420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07,NA,7.6,NA,NA,5.68,3.13,NA,0.52,NA,0.07,NA,NA,NA,NA,NA,151.8
"4993",0.0425,30421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,1.41,NA,0.18,NA,NA,NA,NA,NA,NA,151.83
"4994",0.0425,30422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1033,1.4,NA,NA,NA,NA,NA,NA,NA,NA,151.7308
"4995",0.0425,30423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.065,1.37,NA,NA,NA,NA,NA,NA,NA,NA,151.695
"4996",0.0425,30424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,5.65,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,151.73
"4997",0.0425,30425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,151.7028
"4998",0.0425,30426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.682,3.08,1.37,0.51,NA,NA,NA,NA,NA,NA,NA,151.69
"4999",0.0425,30427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,5.65,3.0504,1.37,0.52,NA,NA,NA,NA,NA,NA,NA,151.76
"5000",0.0425,30428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,1.37,0.51,NA,NA,NA,NA,NA,NA,NA,151.66
"5001",0.0425,30429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52,NA,NA,NA,NA,NA,6.2,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,151.73
"5002",0.0425,30430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96,8.3,NA,NA,NA,5.655,NA,1.37,0.51,NA,NA,NA,NA,NA,NA,NA,151.68
"5003",0.0425,30431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.68
"5004",0.0425,30432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,1.37,0.5,0.17,NA,NA,NA,NA,NA,NA,151.72
