"","c","t"
"7799",142.5126,1666033980000
"7800",142.55,1666034040000
"7801",142.53,1666034100000
"7802",142.45,1666034160000
"7803",142.465,1666034220000
"7804",142.405,1666034280000
"7805",142.51,1666034340000
"7806",142.39,1666034400000
"7807",142.525,1666034460000
"7808",142.5496,1666034520000
"7809",142.55,1666034580000
"7810",142.61,1666034640000
"7811",142.53,1666034700000
"7812",142.555,1666034760000
"7813",142.5002,1666034820000
"7814",142.54,1666034880000
"7815",142.57,1666034940000
"7816",142.55,1.666035e+12
"7817",142.6201,1666035060000
"7818",142.63,1666035120000
"7819",142.655,1666035180000
"7820",142.5982,1666035240000
"7821",142.625,1666035300000
"7822",142.59,1666035360000
"7823",142.565,1666035420000
"7824",142.63,1666035480000
"7825",142.585,1666035540000
"7826",142.6,1666035600000
"7827",142.575,1666035660000
"7828",142.665,1666035720000
"7829",142.73,1666035780000
"7830",142.805,1666035840000
"7831",142.795,1666035900000
"7832",142.755,1666035960000
"7833",142.725,1666036020000
"7834",142.72,1666036080000
"7835",142.71,1666036140000
"7836",142.7567,1666036200000
"7837",142.675,1666036260000
"7838",142.68,1666036320000
"7839",142.675,1666036380000
"7840",142.5728,1666036440000
"7841",142.32,1666036500000
"7842",142.17,1666036560000
"7843",142.185,1666036620000
"7844",142.235,1666036680000
"7845",142.4,1666036740000
"7846",142.2,1666036800000
"7847",142.33,1666036860000
"7848",142.31,1666036920000
"7849",142.3,1666036980000
"7850",142.31,1666037040000
"7851",142.41,1666037100000
"7852",142.43,1666037160000
"7853",142.37,1666037220000
"7854",142.38,1666037280000
"7855",142.4,1666037340000
"7856",142.42,1666037400000
"7857",142.48,1666037460000
"7858",142.46,1666037520000
"7859",142.42,1666037580000
"7860",142.42,1666037640000
"7861",142.47,1666037700000
"7862",142.2794,1666037760000
"7863",142.5,1666037820000
"7864",142.53,1666037880000
"7865",142.56,1666037940000
"7866",142.55,1.666038e+12
"7867",142.51,1666038060000
"7868",142.5,1666038120000
"7869",142.47,1666038240000
"7870",142.47,1666038300000
"7871",142.48,1666038360000
"7872",142.5,1666038420000
"7873",142.5,1666038540000
"7874",142.48,1666038600000
"7875",142.44,1666038660000
"7876",142.43,1666038720000
"7877",142.49,1666038780000
"7878",142.47,1666038840000
"7879",142.47,1666038900000
"7880",142.51,1666038960000
"7881",142.54,1666039020000
"7882",142.56,1666039080000
"7883",142.53,1666039140000
"7884",142.48,1666039200000
"7885",142.51,1666039260000
"7886",142.44,1666039320000
"7887",142.57,1666039380000
"7888",142.57,1666039440000
"7889",142.55,1666039500000
"7890",142.5413,1666039560000
"7891",142.56,1666039620000
"7892",142.57,1666039680000
"7893",142.6199,1666039740000
"7894",142.56,1666039800000
"7895",142.55,1666039860000
"7896",142.59,1666039920000
"7897",142.57,1666039980000
"7898",142.54,1666040040000
"7899",142.57,1666040100000
"7900",142.54,1666040160000
"7901",142.5,1666040280000
"7902",142.5,1666040340000
"7903",142.46,1666040400000
"7904",142.52,1666040520000
"7905",142.54,1666040580000
"7906",142.47,1666040640000
"7907",142.46,1666040700000
"7908",142.5,1666040760000
"7909",142.49,1666040820000
"7910",142.45,1666040880000
"7911",142.47,1666040940000
"7912",142.52,1.666041e+12
"7913",142.54,1666041060000
"7914",142.59,1666041180000
"7915",142.54,1666041360000
"7916",142.58,1666041480000
"7917",142.58,1666041540000
"7918",142.54,1666041660000
"7919",142.55,1666041720000
"7920",142.51,1666041840000
"7921",142.55,1666041900000
"7922",142.55,1666042020000
"7923",142.58,1666042140000
"7924",142.58,1666042200000
"7925",142.57,1666042260000
"7926",142.58,1666042320000
"7927",142.53,1666042380000
"7928",142.55,1666042440000
"7929",142.62,1666042500000
"7930",142.51,1666042560000
"7931",142.55,1666042740000
"7932",142.6,1666042860000
"7933",142.6,1666042920000
"7934",142.57,1666042980000
"7935",142.6,1666043100000
"7936",142.58,1666043160000
"7937",142.65,1666043340000
"7938",142.67,1666043400000
"7939",142.69,1666043460000
"7940",142.68,1666043520000
"7941",142.64,1666043580000
"7942",142.55,1666043640000
"7943",142.68,1666043820000
"7944",142.51,1666043880000
"7945",142.68,1666043940000
"7946",142.81,1.666044e+12
"7947",142.92,1666044060000
"7948",142.8899,1666044120000
"7949",142.77,1666044180000
"7950",142.87,1666044240000
"7951",142.84,1666044300000
"7952",142.84,1666044360000
"7953",142.8,1666044420000
"7954",142.83,1666044480000
"7955",142.8,1666044540000
"7956",142.88,1666044600000
"7957",142.81,1666044660000
"7958",142.72,1666044720000
"7959",142.77,1666044780000
"7960",142.66,1666044840000
"7961",142.81,1666044900000
"7962",142.74,1666044960000
"7963",142.81,1666045020000
"7964",142.92,1666045080000
"7965",142.93,1666045140000
"7966",142.95,1666045200000
"7967",142.93,1666045260000
"7968",142.87,1666045320000
"7969",142.95,1666045380000
"7970",142.98,1666045440000
"7971",143.06,1666045500000
"7972",143.04,1666045560000
"7973",143,1666045620000
"7974",143.05,1666045680000
"7975",143.03,1666045740000
"7976",142.99,1666045800000
"7977",143,1666045860000
"7978",143.05,1666045980000
"7979",143.1,1666046040000
"7980",143.09,1666046100000
"7981",143.04,1666046160000
"7982",143.05,1666046220000
"7983",143,1666046280000
"7984",142.95,1666046340000
"7985",142.93,1666046460000
"7986",142.93,1666046520000
"7987",142.95,1666046580000
"7988",142.98,1666046640000
"7989",143,1666046700000
"7990",142.95,1666046760000
"7991",143.02,1666046820000
"7992",143,1666047060000
"7993",143.02,1666047120000
"7994",143,1666047180000
"7995",143.02,1666047240000
"7996",143.05,1666047300000
"7997",143.03,1666047360000
"7998",143,1666047420000
"7999",143.06,1666047480000
"8000",143.07,1666047540000
"8001",143.02,1666047600000
"8002",143.05,1666047720000
"8003",143.02,1666047780000
"8004",143.04,1666047900000
"8005",143.03,1666047960000
"8006",143.05,1666048020000
"8007",143.07,1666048080000
"8008",143.1,1666048140000
"8009",143.17,1666048200000
"8010",143.16,1666048260000
"8011",143.17,1666048320000
"8012",143.17,1666048380000
"8013",143.18,1666048440000
"8014",143.2,1666048500000
"8015",143.18,1666048560000
"8016",143.3,1666048680000
"8017",143.3,1666048800000
"8018",143.3,1666048860000
"8019",143.25,1666048980000
"8020",143.3,1666049040000
"8021",143.34,1666049100000
"8022",143.31,1666049160000
"8023",143.34,1666049280000
"8024",143.35,1666049340000
"8025",143.36,1666049400000
"8026",143.36,1666049460000
"8027",143.33,1666049520000
"8028",143.32,1666049580000
"8029",143.34,1666049640000
"8030",143.33,1666049700000
"8031",143.25,1666049880000
"8032",143.35,1.66605e+12
"8033",143.38,1666050060000
"8034",143.35,1666050120000
"8035",143.44,1666050180000
"8036",143.45,1666050240000
"8037",143.49,1666050300000
"8038",143.3,1666050360000
"8039",143.3,1666050420000
"8040",143.3499,1666050480000
"8041",143.4,1666050540000
"8042",143.45,1666050600000
"8043",143.49,1666050660000
"8044",143.48,1666050720000
"8045",143.49,1666050780000
"8046",143.46,1666050840000
"8047",143.47,1666050900000
"8048",143.48,1666050960000
"8049",143.49,1666051020000
"8050",143.4799,1666051080000
"8051",143.45,1666051140000
"8052",145.21,1.66608e+12
"8053",145.08,1666080060000
"8054",144.93,1666080120000
"8055",145.07,1666080180000
"8056",144.76,1666080240000
"8057",145,1666080300000
"8058",144.98,1666080360000
"8059",144.85,1666080480000
"8060",144.76,1666080540000
"8061",144.79,1666080600000
"8062",144.85,1666080660000
"8063",144.85,1666080720000
"8064",144.8,1666080780000
"8065",144.8,1666080900000
"8066",144.85,1666081020000
"8067",144.85,1666081080000
"8068",144.75,1666081140000
"8069",144.65,1666081200000
"8070",144.6,1666081320000
"8071",144.6,1666081380000
"8072",144.65,1666081440000
"8073",144.65,1666081500000
"8074",144.66,1666081560000
"8075",144.75,1666081620000
"8076",144.85,1666081680000
"8077",144.88,1666081740000
"8078",144.89,1666081860000
"8079",144.8,1666081920000
"8080",144.75,1666081980000
"8081",144.75,1666082040000
"8082",144.73,1666082100000
"8083",144.66,1666082160000
"8084",144.59,1666082340000
"8085",144.59,1666082400000
"8086",144.51,1666082460000
"8087",144.48,1666082520000
"8088",144.48,1666082580000
"8089",144.41,1666082760000
"8090",144.42,1666082820000
"8091",144.53,1666082940000
"8092",144.56,1666083060000
"8093",144.31,1666083420000
"8094",144.26,1666083480000
"8095",144.23,1666083540000
"8096",144.22,1666083600000
"8097",144.11,1666083660000
"8098",144.17,1666083720000
"8099",144.02,1666083780000
"8100",144.25,1666083840000
"8101",144.02,1666083900000
"8102",144.18,1666083960000
"8103",143.85,1666084080000
"8104",143.78,1666084140000
"8105",143.75,1666084200000
"8106",143.98,1666084320000
"8107",144.02,1666084380000
"8108",143.95,1666084440000
"8109",143.85,1666084500000
"8110",144.02,1666084560000
"8111",143.99,1666084740000
"8112",143.86,1666084800000
"8113",143.82,1666084860000
"8114",143.83,1666084920000
"8115",143.83,1666085040000
"8116",143.98,1666085340000
"8117",143.76,1666085580000
"8118",143.84,1.666086e+12
"8119",143.85,1666086240000
"8120",143.82,1666086300000
"8121",143.95,1666086480000
"8122",144.03,1666086540000
"8123",144.05,1666086600000
"8124",144.05,1666086660000
"8125",144.05,1666086720000
"8126",144.14,1666086780000
"8127",144.2,1666086840000
"8128",144.24,1666086900000
"8129",144.37,1666087020000
"8130",144.3,1666087080000
"8131",144.38,1666087140000
"8132",144.36,1666087200000
"8133",144.35,1666087260000
"8134",144.37,1666087320000
"8135",144.37,1666087440000
"8136",144.36,1666087500000
"8137",144.32,1666087560000
"8138",144.21,1666087860000
"8139",144.29,1666088040000
"8140",144.29,1666088220000
"8141",144.34,1666088280000
"8142",144.47,1666088400000
"8143",144.49,1666088580000
"8144",144.5,1666088640000
"8145",144.4,1666088700000
"8146",144.41,1666088820000
"8147",144.46,1666088880000
"8148",144.38,1666088940000
"8149",144.18,1666089060000
"8150",144.2,1666089120000
"8151",144.2,1666089180000
"8152",144.81,1666089360000
"8153",144.56,1666089420000
"8154",144.54,1666089480000
"8155",144.65,1666089540000
"8156",144.77,1666089600000
"8157",144.57,1666089660000
"8158",144.54,1666089780000
"8159",144.49,1666090020000
"8160",144.39,1666090260000
"8161",144.28,1666090620000
"8162",144.23,1666090680000
"8163",144.26,1666090800000
"8164",144.24,1666090860000
"8165",144.4,1666090920000
"8166",144.47,1666090980000
"8167",144.55,1666091040000
"8168",144.5,1666091100000
"8169",144.46,1666091160000
"8170",144.55,1666091220000
"8171",144.65,1666091280000
"8172",144.64,1666091340000
"8173",144.51,1666091400000
"8174",144.65,1666091460000
"8175",144.65,1666091520000
"8176",144.7,1666091580000
"8177",144.55,1666091640000
"8178",144.58,1666091700000
"8179",144.55,1666091760000
"8180",144.55,1666091820000
"8181",144.55,1666091940000
"8182",144.59,1.666092e+12
"8183",144.6,1666092060000
"8184",144.6,1666092120000
"8185",144.6,1666092180000
"8186",144.62,1666092240000
"8187",144.6,1666092300000
"8188",144.64,1666092360000
"8189",144.68,1666092420000
"8190",144.7,1666092480000
"8191",144.75,1666092540000
"8192",144.78,1666092600000
"8193",144.89,1666092660000
"8194",144.88,1666092720000
"8195",144.9,1666092780000
"8196",144.93,1666092840000
"8197",144.86,1666092900000
"8198",144.93,1666092960000
"8199",144.93,1666093020000
"8200",144.98,1666093080000
"8201",145.01,1666093140000
"8202",144.94,1666093200000
"8203",144.9,1666093260000
"8204",144.86,1666093320000
"8205",144.8,1666093380000
"8206",144.7,1666093440000
"8207",144.72,1666093500000
"8208",144.73,1666093560000
"8209",144.75,1666093620000
"8210",144.7,1666093680000
"8211",144.79,1666093740000
"8212",144.8,1666093800000
"8213",144.72,1666093860000
"8214",144.76,1666093920000
"8215",144.88,1666093980000
"8216",144.81,1666094040000
"8217",144.77,1666094100000
"8218",144.8,1666094160000
"8219",144.79,1666094220000
"8220",144.8,1666094280000
"8221",144.74,1666094340000
"8222",144.72,1666094400000
"8223",144.7,1666094460000
"8224",144.6,1666094520000
"8225",144.73,1666094580000
"8226",144.75,1666094640000
"8227",144.65,1666094700000
"8228",144.7,1666094760000
"8229",144.73,1666094820000
"8230",144.79,1666094880000
"8231",144.89,1666094940000
"8232",144.88,1.666095e+12
"8233",145.12,1666095060000
"8234",145.1201,1666095120000
"8235",145.09,1666095180000
"8236",145.05,1666095240000
"8237",145.06,1666095300000
"8238",145.15,1666095360000
"8239",145.1499,1666095420000
"8240",145.06,1666095480000
"8241",144.98,1666095540000
"8242",145.03,1666095600000
"8243",144.99,1666095660000
"8244",144.95,1666095720000
"8245",144.9299,1666095780000
"8246",144.92,1666095840000
"8247",144.9,1666095900000
"8248",144.8,1666095960000
"8249",144.88,1666096020000
"8250",144.92,1666096080000
"8251",144.95,1666096140000
"8252",145,1666096200000
"8253",145.1,1666096260000
"8254",145.17,1666096320000
"8255",145.2,1666096380000
"8256",145.21,1666096440000
"8257",145.27,1666096500000
"8258",145.23,1666096560000
"8259",145.25,1666096620000
"8260",145.29,1666096680000
"8261",145.3891,1666096740000
"8262",145.32,1666096800000
"8263",145.31,1666096860000
"8264",145.25,1666096920000
"8265",145.2,1666096980000
"8266",145.2036,1666097040000
"8267",145.11,1666097100000
"8268",145.1,1666097160000
"8269",145.15,1666097220000
"8270",145.13,1666097280000
"8271",145.24,1666097340000
"8272",145.34,1666097400000
"8273",145.38,1666097460000
"8274",145.35,1666097520000
"8275",145.35,1666097580000
"8276",145.33,1666097640000
"8277",145.34,1666097700000
"8278",145.34,1666097760000
"8279",145.4,1666097820000
"8280",145.35,1666097880000
"8281",145.4,1666097940000
"8282",145.28,1.666098e+12
"8283",145.31,1666098060000
"8284",145.3,1666098120000
"8285",145.27,1666098180000
"8286",145.29,1666098240000
"8287",145.24,1666098300000
"8288",145.15,1666098360000
"8289",145.16,1666098420000
"8290",145.21,1666098480000
"8291",145.16,1666098540000
"8292",145.2,1666098600000
"8293",145.25,1666098660000
"8294",145.19,1666098720000
"8295",145.09,1666098780000
"8296",145.15,1666098840000
"8297",145.02,1666098900000
"8298",145.1,1666098960000
"8299",145.16,1666099020000
"8300",145.14,1666099080000
"8301",145.12,1666099140000
"8302",145.08,1666099200000
"8303",145.11,1666099260000
"8304",145.15,1666099320000
"8305",145.15,1666099380000
"8306",145.22,1666099440000
"8307",145.34,1666099500000
"8308",145.31,1666099560000
"8309",145.4,1666099620000
"8310",145.38,1666099680000
"8311",145.31,1666099740000
"8312",146.1,1666099800000
"8313",146.16,1666099860000
"8314",146.5215,1666099920000
"8315",146.29,1666099980000
"8316",146.2417,1666100040000
"8317",146.1095,1666100100000
"8318",146.03,1666100160000
"8319",146.16,1666100220000
"8320",145.9,1666100280000
"8321",145.8833,1666100340000
"8322",145.71,1666100400000
"8323",145.85,1666100460000
"8324",146.12,1666100520000
"8325",146.19,1666100580000
"8326",146.3501,1666100640000
"8327",145.92,1666100700000
"8328",146.08,1666100760000
"8329",146.05,1666100820000
"8330",146.22,1666100880000
"8331",146.25,1666100940000
"8332",146.32,1.666101e+12
"8333",146.0699,1666101060000
"8334",146.48,1666101120000
"8335",146.029,1666101180000
"8336",145.65,1666101240000
"8337",145.94,1666101300000
"8338",145.8856,1666101360000
"8339",145.72,1666101420000
"8340",145.45,1666101480000
"8341",145.57,1666101540000
"8342",145.73,1666101600000
"8343",145.65,1666101660000
"8344",145.7758,1666101720000
"8345",145.7555,1666101780000
"8346",145.67,1666101840000
"8347",145.63,1666101900000
"8348",145.5,1666101960000
"8349",145.645,1666102020000
"8350",145.5608,1666102080000
"8351",145.8301,1666102140000
"8352",145.871,1666102200000
"8353",145.8757,1666102260000
"8354",145.75,1666102320000
"8355",145.8,1666102380000
"8356",145.76,1666102440000
"8357",145.78,1666102500000
"8358",145.48,1666102560000
"8359",145.7106,1666102620000
"8360",145.75,1666102680000
"8361",145.685,1666102740000
"8362",145.77,1666102800000
"8363",145.6416,1666102860000
"8364",145.5775,1666102920000
"8365",145.53,1666102980000
"8366",145.41,1666103040000
"8367",145.42,1666103100000
"8368",145.26,1666103160000
"8369",145.32,1666103220000
"8370",145.385,1666103280000
"8371",145.32,1666103340000
"8372",145.27,1666103400000
"8373",145.2186,1666103460000
"8374",145.17,1666103520000
"8375",145.25,1666103580000
"8376",145.28,1666103640000
"8377",145.29,1666103700000
"8378",145.1499,1666103760000
"8379",144.99,1666103820000
"8380",144.9655,1666103880000
"8381",144.965,1666103940000
"8382",145.2008,1.666104e+12
"8383",145.25,1666104060000
"8384",145.25,1666104120000
"8385",145.24,1666104180000
"8386",145.3,1666104240000
"8387",145.26,1666104300000
"8388",145.33,1666104360000
"8389",145.57,1666104420000
"8390",145.685,1666104480000
"8391",145.6659,1666104540000
"8392",145.65,1666104600000
"8393",145.53,1666104660000
"8394",145.36,1666104720000
"8395",145.3787,1666104780000
"8396",145.415,1666104840000
"8397",145.3494,1666104900000
"8398",145.35,1666104960000
"8399",145.2655,1666105020000
"8400",145.165,1666105080000
"8401",145.085,1666105140000
"8402",144.865,1666105200000
"8403",144.94,1666105260000
"8404",144.9001,1666105320000
"8405",145.055,1666105380000
"8406",145.02,1666105440000
"8407",145.0599,1666105500000
"8408",144.84,1666105560000
"8409",144.64,1666105620000
"8410",144.64,1666105680000
"8411",144.6299,1666105740000
"8412",144.7,1666105800000
"8413",144.71,1666105860000
"8414",144.21,1666105920000
"8415",144.15,1666105980000
"8416",144.13,1666106040000
"8417",144.07,1666106100000
"8418",144.065,1666106160000
"8419",144.03,1666106220000
"8420",144.15,1666106280000
"8421",143.95,1666106340000
"8422",143.95,1666106400000
"8423",143.7299,1666106460000
"8424",143.68,1666106520000
"8425",143.759,1666106580000
"8426",143.49,1666106640000
"8427",143.37,1666106700000
"8428",143.52,1666106760000
"8429",143.535,1666106820000
"8430",143.54,1666106880000
"8431",143.6,1666106940000
"8432",143.51,1.666107e+12
"8433",143.585,1666107060000
"8434",143.6001,1666107120000
"8435",143.4405,1666107180000
"8436",143.635,1666107240000
"8437",143.5937,1666107300000
"8438",143.325,1666107360000
"8439",143.2,1666107420000
"8440",143.1,1666107480000
"8441",143.26,1666107540000
"8442",143.24,1666107600000
"8443",143.12,1666107660000
"8444",143.135,1666107720000
"8445",143.2599,1666107780000
"8446",143.52,1666107840000
"8447",143.5237,1666107900000
"8448",143.605,1666107960000
"8449",143.79,1666108020000
"8450",143.69,1666108080000
"8451",143.805,1666108140000
"8452",143.79,1666108200000
"8453",143.88,1666108260000
"8454",143.93,1666108320000
"8455",143.94,1666108380000
"8456",143.8555,1666108440000
"8457",143.7131,1666108500000
"8458",143.81,1666108560000
"8459",143.92,1666108620000
"8460",144.0188,1666108680000
"8461",144.005,1666108740000
"8462",143.955,1666108800000
"8463",143.85,1666108860000
"8464",143.9299,1666108920000
"8465",143.91,1666108980000
"8466",143.915,1666109040000
"8467",143.82,1666109100000
"8468",143.755,1666109160000
"8469",143.81,1666109220000
"8470",144.4801,1666109280000
"8471",144.3935,1666109340000
"8472",144.46,1666109400000
"8473",144.43,1666109460000
"8474",144.57,1666109520000
"8475",144.56,1666109580000
"8476",144.44,1666109640000
"8477",144.261,1666109700000
"8478",144.38,1666109760000
"8479",144.505,1666109820000
"8480",144.615,1666109880000
"8481",144.58,1666109940000
"8482",144.5,1.66611e+12
"8483",144.5099,1666110060000
"8484",144.4466,1666110120000
"8485",144.385,1666110180000
"8486",144.3038,1666110240000
"8487",144.265,1666110300000
"8488",144.2301,1666110360000
"8489",144.27,1666110420000
"8490",144.295,1666110480000
"8491",144.35,1666110540000
"8492",144.235,1666110600000
"8493",144.24,1666110660000
"8494",144.38,1666110720000
"8495",144.38,1666110780000
"8496",144.47,1666110840000
"8497",144.635,1666110900000
"8498",144.82,1666110960000
"8499",144.99,1666111020000
"8500",144.965,1666111080000
"8501",144.9399,1666111140000
"8502",144.95,1666111200000
"8503",145.02,1666111260000
"8504",145.1139,1666111320000
"8505",145.12,1666111380000
"8506",145,1666111440000
"8507",144.83,1666111500000
"8508",144.8948,1666111560000
"8509",144.84,1666111620000
"8510",144.89,1666111680000
"8511",144.97,1666111740000
"8512",145.17,1666111800000
"8513",145.17,1666111860000
"8514",145.07,1666111920000
"8515",145.12,1666111980000
"8516",145.215,1666112040000
"8517",145.2735,1666112100000
"8518",145.09,1666112160000
"8519",144.93,1666112220000
"8520",144.7828,1666112280000
"8521",144.73,1666112340000
"8522",144.49,1666112400000
"8523",144.555,1666112460000
"8524",144.54,1666112520000
"8525",144.29,1666112580000
"8526",144.2499,1666112640000
"8527",144.46,1666112700000
"8528",144.39,1666112760000
"8529",144.5114,1666112820000
"8530",144.59,1666112880000
"8531",144.5,1666112940000
"8532",144.4899,1.666113e+12
"8533",144.6,1666113060000
"8534",144.665,1666113120000
"8535",144.705,1666113180000
"8536",144.8599,1666113240000
"8537",144.81,1666113300000
"8538",144.83,1666113360000
"8539",144.9,1666113420000
"8540",144.79,1666113480000
"8541",144.755,1666113540000
"8542",144.78,1666113600000
"8543",144.675,1666113660000
"8544",144.61,1666113720000
"8545",144.5896,1666113780000
"8546",144.79,1666113840000
"8547",144.8435,1666113900000
"8548",145.07,1666113960000
"8549",145,1666114020000
"8550",144.82,1666114080000
"8551",144.96,1666114140000
"8552",144.88,1666114200000
"8553",144.86,1666114260000
"8554",144.995,1666114320000
"8555",145.255,1666114380000
"8556",145.3801,1666114440000
"8557",145.35,1666114500000
"8558",145.39,1666114560000
"8559",145.24,1666114620000
"8560",145.31,1666114680000
"8561",145.3692,1666114740000
"8562",145.3516,1666114800000
"8563",145.235,1666114860000
"8564",145.28,1666114920000
"8565",145.24,1666114980000
"8566",145.3101,1666115040000
"8567",145.25,1666115100000
"8568",145.08,1666115160000
"8569",145.23,1666115220000
"8570",145.2247,1666115280000
"8571",145.34,1666115340000
"8572",145.39,1666115400000
"8573",145.295,1666115460000
"8574",145.42,1666115520000
"8575",145.39,1666115580000
"8576",145.42,1666115640000
"8577",145.56,1666115700000
"8578",145.37,1666115760000
"8579",145.32,1666115820000
"8580",145.31,1666115880000
"8581",145.33,1666115940000
"8582",145.3,1.666116e+12
"8583",145.2935,1666116060000
"8584",145.25,1666116120000
"8585",145.12,1666116180000
"8586",145.1,1666116240000
"8587",145.0457,1666116300000
"8588",145.07,1666116360000
"8589",145.23,1666116420000
"8590",145.19,1666116480000
"8591",145.06,1666116540000
"8592",145.2,1666116600000
"8593",145.175,1666116660000
"8594",145.1,1666116720000
"8595",145.28,1666116780000
"8596",145.1826,1666116840000
"8597",145.04,1666116900000
"8598",145.09,1666116960000
"8599",145.09,1666117020000
"8600",145.075,1666117080000
"8601",145.025,1666117140000
"8602",144.9904,1666117200000
"8603",145.02,1666117260000
"8604",145.08,1666117320000
"8605",145.2,1666117380000
"8606",145.29,1666117440000
"8607",145.1301,1666117500000
"8608",145.185,1666117560000
"8609",145.23,1666117620000
"8610",145.3,1666117680000
"8611",145.35,1666117740000
"8612",145.269,1666117800000
"8613",145.1601,1666117860000
"8614",145.09,1666117920000
"8615",145.1231,1666117980000
"8616",145.18,1666118040000
"8617",145.22,1666118100000
"8618",143.96,1666118160000
"8619",143.54,1666118220000
"8620",143.11,1666118280000
"8621",143.5,1666118340000
"8622",142.72,1666118400000
"8623",142.5399,1666118460000
"8624",142.16,1666118520000
"8625",142.1899,1666118580000
"8626",141.2901,1666118640000
"8627",141.46,1666118700000
"8628",141.35,1666118760000
"8629",140.785,1666118820000
"8630",141,1666118880000
"8631",141.46,1666118940000
"8632",141.22,1.666119e+12
"8633",141.505,1666119060000
"8634",142.12,1666119120000
"8635",142.32,1666119180000
"8636",142.3,1666119240000
"8637",142.12,1666119300000
"8638",142.28,1666119360000
"8639",142.3453,1666119420000
"8640",142.59,1666119480000
"8641",142.5,1666119540000
"8642",142.2154,1666119600000
"8643",141.96,1666119660000
"8644",142.085,1666119720000
"8645",142.04,1666119780000
"8646",141.8499,1666119840000
"8647",141.84,1666119900000
"8648",141.86,1666119960000
"8649",141.93,1666120020000
"8650",141.93,1666120080000
"8651",141.6301,1666120140000
"8652",141.59,1666120200000
"8653",141.8042,1666120260000
"8654",141.94,1666120320000
"8655",141.87,1666120380000
"8656",141.96,1666120440000
"8657",142.04,1666120500000
"8658",142.05,1666120560000
"8659",142.335,1666120620000
"8660",142.445,1666120680000
"8661",142.34,1666120740000
"8662",142.28,1666120800000
"8663",142.39,1666120860000
"8664",142.4127,1666120920000
"8665",142.675,1666120980000
"8666",142.63,1666121040000
"8667",142.54,1666121100000
"8668",142.4709,1666121160000
"8669",142.39,1666121220000
"8670",142.515,1666121280000
"8671",142.765,1666121340000
"8672",142.8072,1666121400000
"8673",143.31,1666121460000
"8674",143.3,1666121520000
"8675",143.33,1666121580000
"8676",143.26,1666121640000
"8677",143.1249,1666121700000
"8678",143.0999,1666121760000
"8679",143.0701,1666121820000
"8680",143.03,1666121880000
"8681",143.195,1666121940000
"8682",143.095,1.666122e+12
"8683",143.17,1666122060000
"8684",143.33,1666122120000
"8685",143.32,1666122180000
"8686",143.29,1666122240000
"8687",143.15,1666122300000
"8688",143.12,1666122360000
"8689",143.105,1666122420000
"8690",143.175,1666122480000
"8691",143.17,1666122540000
"8692",143.1881,1666122600000
"8693",143.3009,1666122660000
"8694",143.35,1666122720000
"8695",143.32,1666122780000
"8696",143.3354,1666122840000
"8697",143.28,1666122900000
"8698",143.4,1666122960000
"8699",143.445,1666123020000
"8700",143.44,1666123080000
"8701",143.79,1666123140000
"8702",143.92,1666123200000
"8703",143.75,1666123260000
"8704",144,1666123320000
"8705",144.21,1666123380000
"8706",144.14,1666123440000
"8707",144.38,1666123500000
"8708",144.43,1666123560000
"8709",144.25,1666123620000
"8710",144.16,1666123680000
"8711",144.22,1666123740000
"8712",144.15,1666123800000
"8713",144.29,1666123860000
"8714",144.39,1666123920000
"8715",144.3225,1666123980000
"8716",144.45,1666124040000
"8717",144.51,1666124100000
"8718",144.5,1666124160000
"8719",144.6,1666124220000
"8720",144.7,1666124280000
"8721",144.7,1666124340000
"8722",144.45,1666124400000
"8723",144.49,1666124460000
"8724",144.4,1666124520000
"8725",144.41,1666124580000
"8726",144.46,1666124640000
"8727",144.46,1666124700000
"8728",144.5,1666124760000
"8729",144.427,1666124820000
"8730",144.44,1666124880000
"8731",144.36,1666124940000
"8732",144.33,1.666125e+12
"8733",144.48,1666125060000
"8734",144.29,1666125120000
"8735",144.37,1666125180000
"8736",144.37,1666125240000
"8737",144.4,1666125300000
"8738",144.47,1666125360000
"8739",144.44,1666125420000
"8740",144.45,1666125480000
"8741",144.4,1666125540000
"8742",144.58,1666125600000
"8743",144.51,1666125720000
"8744",144.5683,1666125780000
"8745",144.25,1666125840000
"8746",144.5,1666125900000
"8747",144.45,1666125960000
"8748",144.4401,1666126020000
"8749",144.4,1666126080000
"8750",144.38,1666126140000
"8751",144.47,1666126200000
"8752",144.4,1666126260000
"8753",144.27,1666126320000
"8754",144.3,1666126380000
"8755",144.4,1666126440000
"8756",144.49,1666126500000
"8757",144.44,1666126560000
"8758",144.32,1666126620000
"8759",144.45,1666126680000
"8760",144.3671,1666126740000
"8761",144.33,1666126920000
"8762",144.35,1666126980000
"8763",144.38,1666127040000
"8764",144.4,1666127100000
"8765",144.4396,1666127160000
"8766",144.33,1666127220000
"8767",144.33,1666127280000
"8768",144.41,1666127340000
"8769",144.38,1666127400000
"8770",144.4792,1666127460000
"8771",144.48,1666127520000
"8772",144.4,1666127580000
"8773",144.4,1666127640000
"8774",144.44,1666127700000
"8775",144.44,1666127760000
"8776",144.44,1666127820000
"8777",144.35,1666127880000
"8778",144.4,1666127940000
"8779",144.4,1.666128e+12
"8780",144.42,1666128060000
"8781",144.44,1666128120000
"8782",144.45,1666128180000
"8783",144.5,1666128240000
"8784",144.5109,1666128300000
"8785",144.55,1666128360000
"8786",144.66,1666128420000
"8787",144.66,1666128480000
"8788",144.65,1666128540000
