"","c","t"
"3263",139.41,1665394500000
"3264",139.42,1665394560000
"3265",139.41,1665394740000
"3266",139.58,1665394920000
"3267",139.57,1665394980000
"3268",139.59,1665395040000
"3269",139.7,1665395100000
"3270",139.79,1665395160000
"3271",139.8,1665395220000
"3272",139.89,1665395280000
"3273",139.85,1665395340000
"3274",139.79,1665395400000
"3275",139.85,1665395640000
"3276",139.8,1665395760000
"3277",139.8,1665395880000
"3278",139.9,1665395940000
"3279",140,1.665396e+12
"3280",140,1665396120000
"3281",140.08,1665396240000
"3282",140,1665396300000
"3283",140,1665396360000
"3284",140,1665396420000
"3285",139.94,1665396480000
"3286",140.04,1665396540000
"3287",139.96,1665396600000
"3288",139.99,1665396720000
"3289",139.99,1665396780000
"3290",139.9,1665397020000
"3291",139.91,1665397080000
"3292",140.01,1665397140000
"3293",139.99,1665397200000
"3294",139.91,1665397260000
"3295",140.01,1665397320000
"3296",139.9,1665397380000
"3297",140.04,1665397440000
"3298",140,1665397500000
"3299",139.91,1665397560000
"3300",139.86,1665397620000
"3301",139.87,1665397680000
"3302",139.91,1665398040000
"3303",139.84,1665398100000
"3304",139.87,1665398220000
"3305",139.87,1665398280000
"3306",139.91,1665398460000
"3307",139.91,1665398520000
"3308",139.95,1665398580000
"3309",139.95,1665398640000
"3310",139.96,1665398700000
"3311",139.95,1665398760000
"3312",139.96,1665398820000
"3313",139.95,1.665399e+12
"3314",139.92,1665399060000
"3315",140.02,1665399120000
"3316",140,1665399180000
"3317",139.99,1665399240000
"3318",139.88,1665399300000
"3319",139.93,1665399420000
"3320",140.04,1665399600000
"3321",140.02,1665399720000
"3322",140.17,1665399780000
"3323",140.15,1665399840000
"3324",140.11,1665399900000
"3325",140.16,1665399960000
"3326",140.11,1665400020000
"3327",140.07,1665400080000
"3328",140.08,1665400140000
"3329",140.03,1665400200000
"3330",140.1,1665400260000
"3331",140.12,1665400320000
"3332",140.14,1665400380000
"3333",140.09,1665400440000
"3334",140.1,1665400500000
"3335",140.19,1665400560000
"3336",140.2,1665400620000
"3337",140.16,1665400800000
"3338",140.18,1665400920000
"3339",140.23,1665401040000
"3340",140.25,1665401100000
"3341",140.38,1665401160000
"3342",140.34,1665401220000
"3343",140.29,1665401280000
"3344",140.28,1665401340000
"3345",140.29,1665401400000
"3346",140.25,1665401460000
"3347",140.25,1665401520000
"3348",140.29,1665401580000
"3349",140.34,1665401640000
"3350",140.25,1665401700000
"3351",140.29,1665401760000
"3352",140.3,1665401820000
"3353",140.29,1665401880000
"3354",140.22,1.665402e+12
"3355",140.2,1665402060000
"3356",140.15,1665402120000
"3357",140.18,1665402180000
"3358",140.19,1665402240000
"3359",140.13,1665402360000
"3360",140.12,1665402600000
"3361",140.12,1665402660000
"3362",140.27,1665402720000
"3363",140.28,1665402780000
"3364",140.26,1665402840000
"3365",140.09,1665402900000
"3366",140.21,1665402960000
"3367",140.25,1665403020000
"3368",140.24,1665403080000
"3369",140.18,1665403140000
"3370",140.23,1665403200000
"3371",140.2,1665403260000
"3372",140.16,1665403320000
"3373",140.14,1665403380000
"3374",140.13,1665403440000
"3375",140.058,1665403500000
"3376",140.13,1665403560000
"3377",140.2,1665403620000
"3378",140.23,1665403680000
"3379",140.16,1665403740000
"3380",140.16,1665403800000
"3381",140.15,1665403860000
"3382",140.08,1665403920000
"3383",140.06,1665403980000
"3384",140.03,1665404040000
"3385",140.06,1665404100000
"3386",140.01,1665404160000
"3387",139.91,1665404220000
"3388",139.86,1665404280000
"3389",139.91,1665404340000
"3390",140,1665404400000
"3391",139.96,1665404460000
"3392",139.97,1665404520000
"3393",139.96,1665404580000
"3394",139.9301,1665404640000
"3395",139.97,1665404700000
"3396",139.9999,1665404760000
"3397",139.93,1665404820000
"3398",139.96,1665404880000
"3399",140,1665404940000
"3400",140,1.665405e+12
"3401",139.92,1665405060000
"3402",139.91,1665405120000
"3403",139.97,1665405180000
"3404",140.09,1665405240000
"3405",140.1,1665405300000
"3406",140.36,1665405360000
"3407",140.27,1665405420000
"3408",140.3,1665405480000
"3409",140.2,1665405540000
"3410",140.14,1665405600000
"3411",140.11,1665405660000
"3412",140.12,1665405720000
"3413",140.2,1665405780000
"3414",140.16,1665405840000
"3415",140.18,1665405900000
"3416",140.29,1665405960000
"3417",140.26,1665406020000
"3418",140.25,1665406080000
"3419",140.32,1665406140000
"3420",140.26,1665406200000
"3421",140.27,1665406260000
"3422",140.28,1665406320000
"3423",140.32,1665406380000
"3424",140.3,1665406440000
"3425",140.33,1665406500000
"3426",140.38,1665406560000
"3427",140.72,1665406620000
"3428",140.65,1665406680000
"3429",140.8,1665406740000
"3430",140.77,1665406800000
"3431",140.65,1665406860000
"3432",140.65,1665406920000
"3433",140.62,1665406980000
"3434",140.62,1665407040000
"3435",140.57,1665407100000
"3436",140.62,1665407160000
"3437",140.72,1665407220000
"3438",140.65,1665407280000
"3439",140.6,1665407340000
"3440",140.54,1665407400000
"3441",140.53,1665407460000
"3442",140.55,1665407520000
"3443",140.6,1665407580000
"3444",140.614,1665407640000
"3445",140.64,1665407700000
"3446",140.79,1665407760000
"3447",140.82,1665407820000
"3448",140.7,1665407880000
"3449",140.66,1665407940000
"3450",140.6,1.665408e+12
"3451",140.44,1665408060000
"3452",140.45,1665408120000
"3453",140.46,1665408180000
"3454",140.49,1665408240000
"3455",140.55,1665408300000
"3456",140.51,1665408360000
"3457",140.45,1665408420000
"3458",140.26,1665408480000
"3459",140.38,1665408540000
"3460",140.31,1665408600000
"3461",140.3384,1665408660000
"3462",140.22,1665408720000
"3463",140,1665408780000
"3464",139.9,1665408840000
"3465",139.475,1665408900000
"3466",139.09,1665408960000
"3467",139.2616,1665409020000
"3468",139.2289,1665409080000
"3469",139.31,1665409140000
"3470",139.2976,1665409200000
"3471",139.54,1665409260000
"3472",139.44,1665409320000
"3473",139.555,1665409380000
"3474",139.3701,1665409440000
"3475",139.2899,1665409500000
"3476",139.33,1665409560000
"3477",139.45,1665409620000
"3478",139.42,1665409680000
"3479",139.1901,1665409740000
"3480",139.15,1665409800000
"3481",138.99,1665409860000
"3482",138.7123,1665409920000
"3483",138.75,1665409980000
"3484",138.71,1665410040000
"3485",138.8,1665410100000
"3486",138.81,1665410160000
"3487",138.845,1665410220000
"3488",138.83,1665410280000
"3489",138.77,1665410340000
"3490",138.812,1665410400000
"3491",138.855,1665410460000
"3492",138.7299,1665410520000
"3493",138.7,1665410580000
"3494",138.78,1665410640000
"3495",138.8406,1665410700000
"3496",139.16,1665410760000
"3497",139.133,1665410820000
"3498",139.1,1665410880000
"3499",138.84,1665410940000
"3500",138.81,1.665411e+12
"3501",138.965,1665411060000
"3502",138.9908,1665411120000
"3503",139.08,1665411180000
"3504",139.075,1665411240000
"3505",139.291,1665411300000
"3506",139.375,1665411360000
"3507",139.47,1665411420000
"3508",139.4007,1665411480000
"3509",139.6,1665411540000
"3510",139.57,1665411600000
"3511",139.65,1665411660000
"3512",139.78,1665411720000
"3513",139.89,1665411780000
"3514",139.725,1665411840000
"3515",139.91,1665411900000
"3516",140.0502,1665411960000
"3517",140.305,1665412020000
"3518",140.1546,1665412080000
"3519",140.05,1665412140000
"3520",140.133,1665412200000
"3521",140.04,1665412260000
"3522",139.81,1665412320000
"3523",139.73,1665412380000
"3524",139.675,1665412440000
"3525",139.7746,1665412500000
"3526",139.66,1665412560000
"3527",139.5442,1665412620000
"3528",139.42,1665412680000
"3529",139.16,1665412740000
"3530",139.1501,1665412800000
"3531",139.27,1665412860000
"3532",139.23,1665412920000
"3533",139.29,1665412980000
"3534",139.41,1665413040000
"3535",139.6089,1665413100000
"3536",139.495,1665413160000
"3537",139.565,1665413220000
"3538",139.62,1665413280000
"3539",139.58,1665413340000
"3540",139.5698,1665413400000
"3541",139.6401,1665413460000
"3542",139.63,1665413520000
"3543",139.4501,1665413580000
"3544",139.495,1665413640000
"3545",139.28,1665413700000
"3546",139.37,1665413760000
"3547",139.49,1665413820000
"3548",139.4569,1665413880000
"3549",139.5822,1665413940000
"3550",139.44,1.665414e+12
"3551",139.29,1665414060000
"3552",139.497,1665414120000
"3553",139.425,1665414180000
"3554",139.26,1665414240000
"3555",139.54,1665414300000
"3556",139.61,1665414360000
"3557",139.7,1665414420000
"3558",139.6,1665414480000
"3559",139.64,1665414540000
"3560",139.77,1665414600000
"3561",139.7101,1665414660000
"3562",139.7654,1665414720000
"3563",139.86,1665414780000
"3564",139.95,1665414840000
"3565",139.7699,1665414900000
"3566",139.84,1665414960000
"3567",139.86,1665415020000
"3568",139.68,1665415080000
"3569",139.7,1665415140000
"3570",139.98,1665415200000
"3571",140.165,1665415260000
"3572",140.2409,1665415320000
"3573",140.27,1665415380000
"3574",140.1999,1665415440000
"3575",140.08,1665415500000
"3576",140.0541,1665415560000
"3577",140.0612,1665415620000
"3578",139.99,1665415680000
"3579",140.02,1665415740000
"3580",139.965,1665415800000
"3581",140.021,1665415860000
"3582",139.9901,1665415920000
"3583",140.1001,1665415980000
"3584",140.205,1665416040000
"3585",140.1431,1665416100000
"3586",140.105,1665416160000
"3587",140.1401,1665416220000
"3588",140.13,1665416280000
"3589",140.035,1665416340000
"3590",140,1665416400000
"3591",140.025,1665416460000
"3592",139.995,1665416520000
"3593",140.31,1665416580000
"3594",140.265,1665416640000
"3595",140.1264,1665416700000
"3596",140.2707,1665416760000
"3597",140.2309,1665416820000
"3598",140.3099,1665416880000
"3599",140.41,1665416940000
"3600",140.7,1.665417e+12
"3601",140.8,1665417060000
"3602",140.73,1665417120000
"3603",140.62,1665417180000
"3604",140.68,1665417240000
"3605",140.64,1665417300000
"3606",140.62,1665417360000
"3607",140.585,1665417420000
"3608",140.475,1665417480000
"3609",140.46,1665417540000
"3610",140.38,1665417600000
"3611",140.4107,1665417660000
"3612",140.34,1665417720000
"3613",140.3,1665417780000
"3614",140.3561,1665417840000
"3615",140.47,1665417900000
"3616",140.451,1665417960000
"3617",140.37,1665418020000
"3618",140.13,1665418080000
"3619",140.2563,1665418140000
"3620",140.2,1665418200000
"3621",140.235,1665418260000
"3622",140.19,1665418320000
"3623",140.2,1665418380000
"3624",140.27,1665418440000
"3625",140.29,1665418500000
"3626",140.3109,1665418560000
"3627",140.2208,1665418620000
"3628",140.24,1665418680000
"3629",140.2174,1665418740000
"3630",140.1601,1665418800000
"3631",139.85,1665418860000
"3632",139.925,1665418920000
"3633",139.77,1665418980000
"3634",139.78,1665419040000
"3635",139.805,1665419100000
"3636",139.7308,1665419160000
"3637",139.74,1665419220000
"3638",139.7094,1665419280000
"3639",139.7475,1665419340000
"3640",139.8832,1665419400000
"3641",139.875,1665419460000
"3642",139.83,1665419520000
"3643",139.86,1665419580000
"3644",139.83,1665419640000
"3645",139.8,1665419700000
"3646",139.82,1665419760000
"3647",139.78,1665419820000
"3648",139.77,1665419880000
"3649",139.865,1665419940000
"3650",139.9499,1.66542e+12
"3651",139.86,1665420060000
"3652",139.8709,1665420120000
"3653",139.92,1665420180000
"3654",139.8992,1665420240000
"3655",139.835,1665420300000
"3656",139.865,1665420360000
"3657",139.745,1665420420000
"3658",139.7499,1665420480000
"3659",139.7911,1665420540000
"3660",139.715,1665420600000
"3661",139.77,1665420660000
"3662",139.7499,1665420720000
"3663",139.66,1665420780000
"3664",139.68,1665420840000
"3665",139.7601,1665420900000
"3666",139.775,1665420960000
"3667",139.6278,1665421020000
"3668",139.625,1665421080000
"3669",139.581,1665421140000
"3670",139.51,1665421200000
"3671",139.385,1665421260000
"3672",139.39,1665421320000
"3673",139.2587,1665421380000
"3674",139.2501,1665421440000
"3675",139.2808,1665421500000
"3676",139.19,1665421560000
"3677",139.17,1665421620000
"3678",139.19,1665421680000
"3679",139.245,1665421740000
"3680",139.065,1665421800000
"3681",139.48,1665421860000
"3682",139.64,1665421920000
"3683",139.625,1665421980000
"3684",139.6634,1665422040000
"3685",139.83,1665422100000
"3686",139.75,1665422160000
"3687",139.77,1665422220000
"3688",139.66,1665422280000
"3689",139.785,1665422340000
"3690",139.945,1665422400000
"3691",139.84,1665422460000
"3692",139.99,1665422520000
"3693",139.94,1665422580000
"3694",139.89,1665422640000
"3695",139.9201,1665422700000
"3696",139.96,1665422760000
"3697",139.8814,1665422820000
"3698",139.99,1665422880000
"3699",139.95,1665422940000
"3700",140.1297,1.665423e+12
"3701",140.16,1665423060000
"3702",140.33,1665423120000
"3703",140.42,1665423180000
"3704",140.35,1665423240000
"3705",140.52,1665423300000
"3706",140.48,1665423360000
"3707",140.405,1665423420000
"3708",140.485,1665423480000
"3709",140.6,1665423540000
"3710",140.64,1665423600000
"3711",140.59,1665423660000
"3712",140.59,1665423720000
"3713",140.5599,1665423780000
"3714",140.385,1665423840000
"3715",140.7,1665423900000
"3716",140.895,1665423960000
"3717",141.15,1665424020000
"3718",141.39,1665424080000
"3719",141.55,1665424140000
"3720",141.5,1665424200000
"3721",141.54,1665424260000
"3722",141.76,1665424320000
"3723",141.62,1665424380000
"3724",141.78,1665424440000
"3725",141.71,1665424500000
"3726",141.43,1665424560000
"3727",141.44,1665424620000
"3728",141.38,1665424680000
"3729",141.2699,1665424740000
"3730",141.195,1665424800000
"3731",141.1,1665424860000
"3732",141.12,1665424920000
"3733",141.16,1665424980000
"3734",141.14,1665425040000
"3735",141.0101,1665425100000
"3736",140.9,1665425160000
"3737",141.1301,1665425220000
"3738",141.02,1665425280000
"3739",140.92,1665425340000
"3740",140.89,1665425400000
"3741",140.86,1665425460000
"3742",140.84,1665425520000
"3743",140.77,1665425580000
"3744",140.64,1665425640000
"3745",140.61,1665425700000
"3746",140.615,1665425760000
"3747",140.66,1665425820000
"3748",140.715,1665425880000
"3749",140.695,1665425940000
"3750",140.8,1.665426e+12
"3751",140.76,1665426060000
"3752",140.53,1665426120000
"3753",140.5407,1665426180000
"3754",140.52,1665426240000
"3755",140.575,1665426300000
"3756",140.7871,1665426360000
"3757",140.76,1665426420000
"3758",140.93,1665426480000
"3759",140.91,1665426540000
"3760",140.87,1665426600000
"3761",141.1101,1665426660000
"3762",141.21,1665426720000
"3763",141.355,1665426780000
"3764",141.2439,1665426840000
"3765",141.25,1665426900000
"3766",141.26,1665426960000
"3767",141.2,1665427020000
"3768",141.1924,1665427080000
"3769",141.31,1665427140000
"3770",141.375,1665427200000
"3771",141.1899,1665427260000
"3772",141.09,1665427320000
"3773",140.87,1665427380000
"3774",140.949,1665427440000
"3775",140.87,1665427500000
"3776",140.67,1665427560000
"3777",140.71,1665427620000
"3778",140.67,1665427680000
"3779",140.73,1665427740000
"3780",140.76,1665427800000
"3781",140.8588,1665427860000
"3782",140.79,1665427920000
"3783",140.83,1665427980000
"3784",140.8737,1665428040000
"3785",140.79,1665428100000
"3786",140.63,1665428160000
"3787",140.56,1665428220000
"3788",140.8299,1665428280000
"3789",140.79,1665428340000
"3790",141.02,1665428400000
"3791",140.816,1665428460000
"3792",140.73,1665428520000
"3793",140.65,1665428580000
"3794",140.7229,1665428640000
"3795",140.8,1665428700000
"3796",140.8911,1665428760000
"3797",140.77,1665428820000
"3798",140.84,1665428880000
"3799",140.95,1665428940000
"3800",140.9315,1.665429e+12
"3801",140.94,1665429060000
"3802",141.07,1665429120000
"3803",141.07,1665429180000
"3804",141.11,1665429240000
"3805",141.26,1665429300000
"3806",141.375,1665429360000
"3807",141.4736,1665429420000
"3808",141.3615,1665429480000
"3809",141.4736,1665429540000
"3810",141.4648,1665429600000
"3811",141.38,1665429660000
"3812",141.3515,1665429720000
"3813",141.36,1665429780000
"3814",141.375,1665429840000
"3815",141.2622,1665429900000
"3816",141.09,1665429960000
"3817",141.04,1665430020000
"3818",140.98,1665430080000
"3819",141.065,1665430140000
"3820",141.0418,1665430200000
"3821",141.07,1665430260000
"3822",141.18,1665430320000
"3823",141.2683,1665430380000
"3824",141.19,1665430440000
"3825",141.24,1665430500000
"3826",141.23,1665430560000
"3827",141.24,1665430620000
"3828",141.435,1665430680000
"3829",141.37,1665430740000
"3830",141.22,1665430800000
"3831",141.16,1665430860000
"3832",141.13,1665430920000
"3833",141.07,1665430980000
"3834",141.06,1665431040000
"3835",141.145,1665431100000
"3836",141.34,1665431160000
"3837",141.06,1665431220000
"3838",141.21,1665431280000
"3839",141.21,1665431340000
"3840",140.71,1665431400000
"3841",140.8083,1665431460000
"3842",140.86,1665431520000
"3843",141.0501,1665431580000
"3844",140.92,1665431640000
"3845",140.66,1665431700000
"3846",140.64,1665431760000
"3847",140.455,1665431820000
"3848",140.4938,1665431880000
"3849",140.35,1665431940000
"3850",140.34,1.665432e+12
"3851",140.42,1665432060000
"3852",140.4,1665432120000
"3853",140.3105,1665432180000
"3854",140.36,1665432240000
"3855",140.3007,1665432300000
"3856",140.35,1665432360000
"3857",140.44,1665432420000
"3858",140.44,1665432480000
"3859",140.55,1665432540000
"3860",140.46,1665432600000
"3861",140.53,1665432660000
"3862",140.51,1665432720000
"3863",140.48,1665432780000
"3864",140.55,1665432840000
"3865",140.66,1665432900000
"3866",140.57,1665432960000
"3867",140.59,1665433020000
