"","t","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw"
"5901",1666895940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,4.24,NA,NA,2.92,2.5525,1.21,0.54,0.2433,NA,0.07,NA,NA,NA,NA,NA
"5902",1.666896e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,4.7717,4.3,3.83,NA,2.94,2.58,1.2186,0.5405,0.2406,NA,NA,NA,NA,NA,NA,NA
"5903",1666896060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.18,11.38,10.62,NA,NA,NA,7.75,NA,NA,NA,5.35,4.8023,NA,3.8,3.3525,NA,2.5927,1.2194,0.541,NA,0.12,NA,NA,NA,NA,NA,NA
"5904",1666896120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,5.88,5.3157,4.775,NA,NA,3.35,NA,2.5809,1.2192,0.54,0.25,NA,0.06,NA,NA,NA,NA,NA
"5905",1666896180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,7.7,NA,NA,NA,5.3,4.75,NA,NA,3.33,2.9318,2.5686,1.2104,0.54,0.24,NA,NA,NA,NA,NA,NA,NA
"5906",1666896240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,5.9,5.3,4.752,NA,NA,NA,NA,2.5683,1.2155,0.5344,0.25,NA,NA,NA,NA,NA,NA,NA
"5907",1666896300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27,4.74,NA,3.7813,NA,2.945,2.5557,1.2114,0.54,0.24,NA,NA,NA,0.02,NA,NA,NA
"5908",1666896360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,NA,3.35,2.9353,2.5553,1.215,0.54,NA,0.12,0.06,NA,NA,NA,NA,NA
"5909",1666896420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,4.76,NA,NA,3.35,NA,2.5815,1.2217,0.5486,0.245,NA,0.06,NA,NA,NA,NA,NA
"5910",1666896480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,5.325,4.7662,4.25,NA,3.36,2.93,2.5753,1.2193,0.5408,0.2406,NA,0.07,NA,NA,NA,NA,NA
"5911",1666896540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82,5.27,4.72,NA,3.8,3.3475,NA,2.5584,1.206,0.53,0.23,NA,NA,NA,NA,0.01,NA,NA
"5912",1666896600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,4.74,NA,3.8,3.3433,2.94,2.5775,1.2035,0.5243,NA,NA,NA,NA,NA,NA,NA,NA
"5913",1666896660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,5.27,4.776,4.26,3.83,3.3717,NA,2.5856,1.2263,0.5427,0.254,NA,NA,0.04,NA,NA,NA,NA
"5914",1666896720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,5.25,4.74,NA,3.79,3.35,NA,2.57,1.2167,0.55,0.2509,NA,0.07,NA,NA,NA,NA,NA
"5915",1666896780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4.35,NA,3.4,NA,2.5908,1.2267,0.5489,NA,0.13,NA,NA,NA,NA,NA,NA
"5916",1666896840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.875,4.35,NA,3.44,3.025,2.6357,1.2585,0.5591,0.2556,0.13,0.06,NA,0.03,NA,NA,NA
"5917",1666896900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.85,4.32,3.87,3.4,NA,2.64,1.2525,0.5529,0.2475,NA,NA,NA,NA,NA,0.01,NA
"5918",1666896960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,4.8176,NA,3.83,3.4,NA,2.5994,1.2471,0.5529,NA,0.13,0.06,NA,NA,NA,NA,NA
"5919",1666897020000,44.57,NA,NA,NA,24.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,4.8327,NA,NA,NA,2.9967,2.615,1.2383,0.5578,NA,0.13,NA,NA,0.03,NA,NA,NA
"5920",1666897080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,3.4,NA,2.5954,1.25,0.55,0.26,NA,NA,NA,NA,NA,NA,NA
"5921",1666897140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48,NA,NA,NA,5.92,5.4,4.8261,4.25,NA,NA,3.0275,2.6291,1.25,0.5547,0.25,0.13,NA,NA,NA,NA,NA,NA
"5922",1666897200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,6.01,5.46,4.8747,4.42,3.95,3.4521,3.0474,2.652,1.2762,0.5705,0.2511,0.13,0.07,NA,NA,NA,NA,NA
"5923",1666897260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,5.475,4.9556,4.4188,3.95,3.5,NA,2.6851,1.2787,0.5725,0.2698,NA,NA,NA,NA,NA,NA,NA
"5924",1666897320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9989,NA,NA,6.07,5.5,4.9955,4.45,3.9767,3.52,3.09,2.7103,1.285,0.5695,0.27,0.13,0.07,NA,NA,NA,NA,NA
"5925",1666897380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5067,4.9631,NA,3.95,NA,3.15,2.7082,1.3009,0.571,0.265,0.13,NA,NA,NA,NA,NA,NA
"5926",1666897440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.985,NA,6.69,6.1,5.55,5,4.48,4.005,NA,3.0667,2.7143,1.3006,0.5782,0.27,NA,NA,NA,NA,NA,NA,NA
"5927",1666897500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9477,4.45,NA,3.5,3.06,2.6985,1.2929,0.5835,0.265,0.13,0.06,0.03,NA,NA,NA,NA
"5928",1666897560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48,4.9495,4.4,NA,3.5,3.05,2.69,1.2914,0.5846,0.26,0.14,0.07,NA,NA,NA,NA,NA
"5929",1666897620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63,6.04,5.41,4.9,4.45,3.9,3.49,3.0308,2.6757,1.2726,0.5787,0.26,0.14,NA,NA,NA,NA,NA,NA
"5930",1666897680000,NA,NA,NA,29.84,24.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.836,4.34,NA,NA,NA,2.6576,1.27,0.578,0.2633,0.14,0.07,NA,NA,NA,NA,NA
"5931",1666897740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,4.8029,4.2733,3.8167,3.4,3.0233,2.6048,1.2569,0.562,NA,0.14,NA,NA,NA,NA,NA,NA
"5932",1666897800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,4.7917,NA,NA,NA,NA,2.6,1.2506,0.5677,0.2508,NA,0.06,NA,NA,NA,NA,NA
"5933",1666897860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7019,NA,NA,5.84,5.35,4.7587,4.2075,NA,3.36,2.95,2.5817,1.25,0.5543,0.2533,NA,NA,NA,NA,NA,NA,NA
"5934",1666897920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,NA,NA,NA,5.34,4.8,NA,NA,3.4,NA,2.6271,1.258,0.5686,0.27,NA,NA,NA,NA,NA,NA,NA
"5935",1666897980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,4.85,4.3533,3.9,NA,NA,2.65,1.273,0.56,0.26,NA,0.07,NA,NA,0.02,NA,NA
"5936",1666898040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99,5.4,4.8633,NA,3.85,3.4333,NA,2.6457,1.2743,0.5827,0.26,NA,0.07,NA,NA,NA,NA,NA
"5937",1666898100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4975,4.8979,NA,3.95,NA,3.0813,2.6828,1.2933,0.5821,0.2663,0.14,0.07,NA,NA,NA,NA,NA
"5938",1666898160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA,7.9,NA,NA,NA,5.5,4.9567,NA,NA,NA,NA,2.7192,1.3086,0.5829,0.27,NA,NA,NA,NA,NA,NA,NA
"5939",1666898220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.99,4.4475,NA,NA,3.1,2.7222,1.3168,0.5883,0.27,0.14,NA,NA,0.03,NA,NA,NA
"5940",1666898280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,NA,10.85,NA,NA,NA,7.97,NA,NA,NA,5.5,4.97,4.46,3.95,NA,NA,2.7348,1.3125,0.5884,NA,0.14,NA,NA,NA,NA,NA,NA
"5941",1666898340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9897,4.5,3.97,3.6,NA,2.7617,1.326,0.6057,0.2664,0.14,NA,NA,NA,NA,NA,NA
"5942",1666898400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,NA,5.54,5.0074,NA,4.05,3.55,NA,2.7641,1.3427,0.6086,0.28,NA,NA,NA,NA,NA,NA,NA
"5943",1666898460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.73,NA,NA,NA,NA,8.07,7.42,NA,6.24,5.65,5.0561,4.58,4.05,3.5993,3.15,2.8023,1.3512,0.6114,0.28,NA,0.0602,0.04,NA,NA,NA,NA
"5944",1666898520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8358,NA,5.628,5.0536,NA,4.0925,3.6067,NA,2.811,1.362,0.62,0.27,0.14,0.06,NA,NA,NA,NA,NA
"5945",1666898580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.064,4.5563,4.07,3.6,3.2,2.7955,1.3637,0.6053,0.2717,0.1401,0.06,NA,NA,NA,NA,NA
"5946",1666898640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23,NA,NA,NA,NA,NA,NA,NA,NA,8.17,NA,NA,NA,5.66,5.1167,4.605,4.1,3.6375,NA,2.8309,1.3661,0.6127,0.2783,0.14,0.07,NA,NA,NA,NA,NA
"5947",1666898700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6508,5.0982,4.59,4.11,3.5975,NA,2.7932,1.3684,0.6115,NA,NA,NA,NA,0.03,NA,NA,NA
"5948",1666898760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,4.545,4.1,3.5955,NA,2.8041,1.3592,0.6085,0.27,0.15,0.06,NA,NA,NA,NA,NA
"5949",1666898820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,5.0988,4.55,NA,3.6182,3.198,2.8094,1.3615,0.605,0.28,NA,0.07,NA,NA,NA,NA,NA
"5950",1666898880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0971,4.575,4.1,3.65,NA,2.8241,1.363,0.6107,0.28,0.15,0.07,NA,NA,NA,NA,NA
"5951",1666898940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7221,11.9,11.1321,NA,NA,NA,NA,NA,NA,NA,5.75,5.1669,4.6,NA,3.6694,3.25,2.8502,1.3798,0.6225,0.28,0.15,NA,NA,NA,NA,NA,NA
"5952",1.666899e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.73,11.8618,11.14,NA,9.58,NA,8.15,NA,6.91,NA,NA,5.1471,4.6282,4.1083,3.6909,3.25,2.8613,1.3823,0.6178,0.2828,0.145,NA,0.04,NA,0.02,0.01,NA
"5953",1666899060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.32,NA,NA,NA,NA,7.64,NA,NA,5.7467,5.237,4.7,4.18,3.72,3.294,2.9039,1.4277,0.6283,0.284,0.15,0.07,NA,NA,NA,NA,NA
"5954",1666899120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1167,NA,NA,NA,9.095,8.34,7.67,NA,NA,NA,5.3,4.7733,4.258,3.7867,3.4,2.9361,1.4365,0.6397,0.298,0.15,0.08,NA,NA,NA,NA,NA
"5955",1666899180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,NA,NA,NA,NA,5.85,5.2537,4.7425,4.2517,3.7688,3.33,2.9364,1.4328,0.643,0.3,NA,NA,NA,NA,NA,NA,NA
"5956",1666899240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82,5.2609,4.7003,4.239,NA,3.32,2.9451,1.4407,0.6413,0.3,NA,NA,NA,NA,NA,NA,NA
"5957",1666899300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,9.72,NA,8.34,NA,NA,6.35,5.75,5.23,4.731,4.1936,3.71,3.325,2.92,1.4337,0.6232,0.2824,0.15,NA,NA,NA,NA,NA,NA
"5958",1666899360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.46,NA,NA,NA,NA,NA,NA,NA,8.226,NA,6.94,NA,5.72,5.1919,4.656,4.18,NA,3.28,2.884,1.4025,0.6364,0.2875,0.15,0.08,NA,NA,NA,NA,NA
"5959",1666899420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.15,NA,NA,NA,8.28,NA,NA,NA,NA,5.2164,4.668,4.1907,3.736,3.29,2.8978,1.4,0.63,0.2875,0.15,0.08,0.04,NA,NA,NA,NA
"5960",1666899480000,NA,NA,NA,NA,25.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,5.2454,4.6663,4.2009,3.75,3.3375,2.8993,1.4114,0.6336,0.2822,NA,0.08,NA,0.03,NA,NA,NA
"5961",1666899540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94,8.3,NA,NA,NA,NA,5.218,4.65,4.2,3.7,3.2933,2.9052,1.4014,0.6285,0.28,0.14,NA,NA,NA,NA,NA,NA
"5962",1666899600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0487,NA,NA,NA,NA,8.34,NA,NA,6.35,5.75,5.2372,4.7136,4.21,3.7342,3.3275,2.9259,1.4067,0.638,0.2802,0.1303,NA,NA,NA,NA,NA,NA
"5963",1666899660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1811,4.6545,4.1667,3.705,3.3,2.9034,1.4115,0.6209,0.2814,0.15,NA,NA,NA,NA,NA,NA
"5964",1666899720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96,NA,NA,NA,8.95,NA,NA,NA,NA,5.76,5.1756,4.6359,4.1433,3.7,3.25,2.8782,1.3973,0.6131,0.27,0.1413,NA,NA,NA,NA,NA,NA
"5965",1666899780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,5.77,5.2014,4.7167,4.2,3.73,3.31,2.8918,1.4,0.615,0.2785,0.14,0.07,0.05,NA,NA,NA,NA
"5966",1666899840000,NA,NA,NA,NA,25.39,20.66,NA,NA,NA,NA,NA,NA,NA,NA,12.66,NA,11.06,NA,NA,NA,NA,NA,6.9,6.4,NA,5.1432,4.6089,4.145,3.65,3.24,2.853,1.3808,0.603,0.275,0.1302,NA,0.04,NA,NA,NA,NA
"5967",1666899900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,5.1743,4.6105,4.158,3.69,3.2624,2.8661,1.3805,0.601,0.27,0.135,NA,0.04,NA,NA,NA,NA
"5968",1666899960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,11.055,NA,9.6,NA,NA,NA,NA,6.25,5.6943,5.1557,4.62,NA,3.684,3.2357,2.864,1.3844,0.611,0.2629,0.135,NA,NA,NA,NA,NA,NA
"5969",1666900020000,NA,NA,NA,NA,25.36,20.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA,NA,5.696,5.1444,4.6,4.1056,3.6729,3.2596,2.8403,1.375,0.6059,0.2625,0.13,NA,NA,NA,NA,NA,NA
"5970",1666900080000,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,6.9,NA,5.6233,5.1468,4.594,4.1185,3.65,3.2481,2.8198,1.3604,0.6004,0.2678,0.14,0.08,NA,NA,NA,NA,NA
"5971",1666900140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7003,5.1994,4.71,4.2,3.705,3.253,2.8882,1.3979,0.618,0.274,0.1359,NA,NA,0.03,NA,NA,NA
"5972",1666900200000,NA,NA,NA,NA,25.48,20.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,NA,8.2524,NA,NA,6.38,5.7975,5.2286,4.7133,4.2,3.7775,3.3,2.9148,1.4169,0.6208,0.28,0.1325,0.08,NA,0.03,NA,NA,NA
"5973",1666900260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,NA,NA,5.705,5.1745,4.6667,4.1557,3.7286,3.2556,2.8975,1.403,0.6185,0.28,0.13,NA,0.05,NA,NA,NA,NA
"5974",1666900320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1667,NA,6.83,NA,5.6733,5.1311,4.5982,4.0939,3.65,3.23,2.85,1.3711,0.6003,0.2625,0.1267,0.08,NA,0.03,NA,NA,NA
"5975",1666900380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,8.05,NA,NA,6.25,5.7033,5.1233,4.575,4.1,3.6263,3.2725,2.8382,1.3605,0.6094,0.2747,0.1433,0.08,NA,NA,NA,NA,NA
"5976",1666900440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08,NA,NA,NA,5.6027,5.0467,4.515,4.0542,3.5702,3.1433,2.7859,1.3314,0.5889,0.2621,0.1321,NA,NA,NA,NA,NA,NA
"5977",1666900500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,8.05,NA,6.7275,6.075,5.5083,5.0307,4.4675,3.9867,3.57,3.14,2.7628,1.3371,0.5934,0.2727,0.1418,NA,NA,0.04,NA,NA,NA
"5978",1666900560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,5.54,4.9872,4.5,3.99,3.5638,3.1436,2.7583,1.3272,0.5997,0.2703,NA,0.08,NA,NA,NA,NA,NA
"5979",1666900620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.52,NA,NA,NA,NA,NA,9.67,NA,8.185,NA,7.05,6.3,5.6213,5.0415,4.6476,4.1014,3.6234,3.211,2.8414,1.3797,0.6036,0.286,0.15,NA,0.05,0.03,NA,NA,NA
"5980",1666900680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55,NA,NA,NA,NA,NA,8.2,NA,6.95,NA,5.6809,5.1431,4.6257,4.1338,3.6493,3.2686,2.8533,1.3867,0.6117,0.2818,0.16,NA,NA,0.03,NA,NA,NA
"5981",1666900740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,11.0641,NA,NA,NA,8.1511,NA,6.9005,6.25,5.6986,5.1469,4.5919,4.135,3.676,3.2331,2.8538,1.3984,0.6205,0.3009,0.1599,0.1003,0.0577,NA,NA,NA,NA
"5982",1666963800000,NA,NA,NA,NA,NA,23.9,NA,21.52,NA,NA,18.6349,NA,NA,NA,NA,13.61,NA,NA,11,NA,10.3167,8.7,NA,8.11,6.082,6.1513,5.0879,4.7493,4.051,3.652,3.0598,1.2178,0.3349,0.1225,0.07,0.0564,0.0225,NA,0.015,NA,0.01
"5983",1666963860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1283,19,NA,NA,NA,15.198,NA,NA,12.15,12.45,10.65,NA,NA,8.05,7.1267,6.5321,5.7194,5.0825,4.5815,3.9047,3.3703,1.3639,0.4394,0.1552,0.0725,0.0397,NA,NA,0.02,NA,0.01
"5984",1666963920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,10.7,NA,8.6,8.1375,7.3306,6.4604,5.8784,5.1528,4.5784,3.9601,3.4804,1.4448,0.4485,0.1562,0.0796,0.04,NA,NA,NA,NA,NA
"5985",1666963980000,NA,NA,NA,35.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,15.05,NA,NA,NA,10.3537,NA,9.125,8.15,7.4138,6.6692,5.9587,5.3439,4.6181,4.1116,3.6216,1.4753,0.495,0.1659,0.073,0.0405,NA,0.015,NA,NA,NA
"5986",1666964040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,8.25,7.6382,6.8122,6.1305,5.4562,4.7953,4.1439,3.7062,1.5511,0.5105,0.1709,0.08,0.03,NA,0.0167,NA,NA,NA
"5987",1666964100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA,12,11.45,10.35,9.265,8.3167,7.535,6.8085,6.2357,5.4477,5.0145,4.3355,3.7622,1.6077,0.5299,0.1771,0.0761,0.04,NA,0.02,NA,NA,NA
"5988",1666964160000,50.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,NA,NA,NA,NA,11.795,NA,9.9333,9,8.1606,7.2776,6.663,5.9292,5.2908,4.6855,4.1155,1.7854,0.595,0.1906,0.0894,0.03,0.02,0.02,NA,NA,NA
"5989",1666964220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.35,16.3,NA,14.4,NA,NA,NA,NA,NA,8.7,NA,7.4355,6.7422,5.9691,5.3243,4.6436,4.1303,1.8609,0.6183,0.1984,0.0844,0.03,0.02,NA,NA,NA,NA
"5990",1666964280000,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,9.3,8.4153,7.6688,6.9154,6.075,5.4478,4.9084,4.2584,1.9183,0.6614,0.2103,0.0922,0.045,NA,0.01,NA,NA,NA
"5991",1666964340000,51.3012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,15.55,NA,13.54,NA,NA,NA,NA,NA,8.3,7.6378,6.9485,6.2716,5.5259,4.904,4.2846,1.9574,0.6823,0.2249,0.1,NA,NA,0.01,NA,NA,NA
